#OTU ID	ESSE.222.022	ESSE.222.025	ESSE.222.034	ESSE.222.038	ESSE.222.050	ESSE.222.1000	ESSE.222.1001	ESSE.222.007	ESSE.222.018	ESSE.222.011	ESSE.222.030	ESSE.222.019
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__mojavensis-subtilis-tequilensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000362899567545	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__sp25907	0.0	0.0	0.000463678516229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus-Cerasibacillus;s__baekryungensis-hwajinpoensis-sp25983	0.0	0.0	0.0	0.0	0.0	0.0	0.00033449610551	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Family XI;g__Gemella;s__haemolysans-sanguinis-taiwanensis	0.0	0.0	0.00117465224111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__argenteus-aureus-simiae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00102821544138	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__capitis-caprae-epidermidis	0.00660952739192	0.00345243542282	0.133261205564	0.0	0.0	0.0	0.0	0.272564576746	0.00982971464917	0.0462406809333	0.169867239242	0.0368593908749
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__epidermidis	0.0	0.0	0.00534775888717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__epidermidis-hominis	0.0	0.0	0.0219165378671	0.0	0.0	0.0	0.0	0.00122293145618	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__haemolyticus	0.0	0.0	0.032457496136	0.0	0.0	0.0	0.0	0.0	0.0	0.000965862787118	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__pasteuri	0.0	0.0	0.00268933539413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__pasteuri-warneri	0.0	0.000603136308806	0.00108191653787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000786282396347	0.00177208609976
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__adiacens	0.0	0.0	0.0015455950541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
